objectid,Class,Name,,,,,,,,,,,,,,,,,,,,,,,,,
28053,5,Tunnelz,,,,,,,,,,,,,,,,,,,,,,,,,
28060,5,Archaeology,,,,,,,,,,,,,,,,,,,,,,,,,
28063,5,Het goud van de Farao,,,,,,,,,,,,,,,,,,,,,,,,,
28068,5,Four Twenty-one,,,,,,,,,,,,,,,,,,,,,,,,,
28086,2,Risk Express,,,,,,,,,,,,,,,,,,,,,,,,,
28089,5,Ch\u00e2teau Roquefort,,,,,,,,,,,,,,,,,,,,,,,,,
28096,2,De Bellis Magistrorum Militum,,,,,,,,,,,,,,,,,,,,,,,,,
28100,0,Deluxe Dirty Minds,,,,,,,,,,,,,,,,,,,,,,,,,
28102,5,Sakkara,,,,,,,,,,,,,,,,,,,,,,,,,
28109,2,Malaya V-Mail Postcard Game #1,,,,,,,,,,,,,,,,,,,,,,,,,
28121,5,Fluxx en Espaü1ol,,,,,,,,,,,,,,,,,,,,,,,,,
28143,1,Race for the Galaxy,,,,,,,,,,,,,,,,,,,,,,,,,
28176,5,Crazy Creatures,,,,,,,,,,,,,,,,,,,,,,,,,
28181,2,Combat Commander Pacific,,,,,,,,,,,,,,,,,,,,,,,,,
28185,5,The Kaiser's Pirates,,,,,,,,,,,,,,,,,,,,,,,,,
28218,5,Fangfrisch,,,,,,,,,,,,,,,,,,,,,,,,,
28224,0,Kill the Hippies,,,,,,,,,,,,,,,,,,,,,,,,,
28231,5,The Curse of the Ruby Rhino,,,,,,,,,,,,,,,,,,,,,,,,,
28238,5,Kitty Bitty,,,,,,,,,,,,,,,,,,,,,,,,,
28246,5,Zanzibar,,,,,,,,,,,,,,,,,,,,,,,,,
28253,2,C.S.A. America's Civil War 1861-1865,,,,,,,,,,,,,,,,,,,,,,,,,
28257,5,Intelligent Design vs. Evolution,,,,,,,,,,,,,,,,,,,,,,,,,
28258,5,Ubongo Mini,,,,,,,,,,,,,,,,,,,,,,,,,
28259,3,Cutthroat Caverns,,,,,,,,,,,,,,,,,,,,,,,,,
28284,2,Lock 'n Load Heroes of the Blitzkrieg,,,,,,,,,,,,,,,,,,,,,,,,,
28289,2,First to Fight,,,,,,,,,,,,,,,,,,,,,,,,,
28292,5,Deluxe Weed!,,,,,,,,,,,,,,,,,,,,,,,,,
28298,5,Bendomino Deluxe,,,,,,,,,,,,,,,,,,,,,,,,,
28301,5,Trivial Pursuit Music Edition 1990-Now  Bite-size,,,,,,,,,,,,,,,,,,,,,,,,,
28302,5,Oware,,,,,,,,,,,,,,,,,,,,,,,,,
28306,5,Inversé,,,,,,,,,,,,,,,,,,,,,,,,,
28308,5,Martinis & Men,,,,,,,,,,,,,,,,,,,,,,,,,
28388,2,Some Poles Apart The Battle of the Westerplatte,,,,,,,,,,,,,,,,,,,,,,,,,
28396,5,It's Alive!,,,,,,,,,,,,,,,,,,,,,,,,,
28436,5,Deutschland Finden Sie Minden,,,,,,,,,,,,,,,,,,,,,,,,,
28444,5,Chaotic,,,,,,,,,,,,,,,,,,,,,,,,,
28452,2,Valor & Victory H-Hour,,,,,,,,,,,,,,,,,,,,,,,,,
28454,0,The New Yorker Cartoon Caption Game,,,,,,,,,,,,,,,,,,,,,,,,,
28472,5,Scooby-doo! Haunted House 3D Board Game,,,,,,,,,,,,,,,,,,,,,,,,,
28508,0,Loaded Questions Adult Version,,,,,,,,,,,,,,,,,,,,,,,,,
28511,0,Scene it? Disney Deluxe Edition,,,,,,,,,,,,,,,,,,,,,,,,,
28522,5,Finger Ball,,,,,,,,,,,,,,,,,,,,,,,,,
28553,0,Fictionary,,,,,,,,,,,,,,,,,,,,,,,,,
28565,5,Save the Treasure of Fairy Tales,,,,,,,,,,,,,,,,,,,,,,,,,
28567,0,I Don't Know,,,,,,,,,,,,,,,,,,,,,,,,,
28574,3,Magiczny Miecz,,,,,,,,,,,,,,,,,,,,,,,,,
28596,2,GridIron Master,,,,,,,,,,,,,,,,,,,,,,,,,
28609,5,The Game of Life Twists & Turns,,,,,,,,,,,,,,,,,,,,,,,,,
28620,4,Phoenicia,,,,,,,,,,,,,,,,,,,,,,,,,
28674,5,Akkon Machtkampf der Tempelritter,,,,,,,,,,,,,,,,,,,,,,,,,
28678,2,Grand Conquest,,,,,,,,,,,,,,,,,,,,,,,,,
28699,2,Kryptonim Lew Morski,,,,,,,,,,,,,,,,,,,,,,,,,
28705,5,Pizza Box Baseball,,,,,,,,,,,,,,,,,,,,,,,,,
28717,5,Monster Mayhem,,,,,,,,,,,,,,,,,,,,,,,,,
28718,5,Kanji Battle,,,,,,,,,,,,,,,,,,,,,,,,,
28720,1,Brass Lancashire,,,,,,,,,,,,,,,,,,,,,,,,,
28723,4,Before the Wind,,,,,,,,,,,,,,,,,,,,,,,,,
28738,4,Kamon,,,,,,,,,,,,,,,,,,,,,,,,,
28739,0,Garibaldi The Escape,,,,,,,,,,,,,,,,,,,,,,,,,
28755,0,Die Sprache des Manitu,,,,,,,,,,,,,,,,,,,,,,,,,
28805,3,The Lord of the Rings Strategy Battle Game,,,,,,,,,,,,,,,,,,,,,,,,,
28817,5,Blindes Huhn,,,,,,,,,,,,,,,,,,,,,,,,,
28828,5,Modern Naval Battles Global Warfare,,,,,,,,,,,,,,,,,,,,,,,,,
28829,2,Field Commander Rommel,,,,,,,,,,,,,,,,,,,,,,,,,
28834,5,Heli Hopper,,,,,,,,,,,,,,,,,,,,,,,,,
28843,2,300 The Board Game,,,,,,,,,,,,,,,,,,,,,,,,,
28857,4,Rail\/Road,,,,,,,,,,,,,,,,,,,,,,,,,
28860,5,Totemland,,,,,,,,,,,,,,,,,,,,,,,,,
28861,5,Kingdom Quest,,,,,,,,,,,,,,,,,,,,,,,,,
28879,3,The Quest for Shangri-La,,,,,,,,,,,,,,,,,,,,,,,,,
28905,4,Dostihy a s\u00e1zky,,,,,,,,,,,,,,,,,,,,,,,,,
28907,2,B-29 Superfortress,,,,,,,,,,,,,,,,,,,,,,,,,
28944,4,Harzbahn 1873,,,,,,,,,,,,,,,,,,,,,,,,,
28989,5,Gar\u00e7on,,,,,,,,,,,,,,,,,,,,,,,,,
29010,5,Walk the Plank,,,,,,,,,,,,,,,,,,,,,,,,,
29017,5,Le trésor des mayas,,,,,,,,,,,,,,,,,,,,,,,,,
29018,5,Take It!,,,,,,,,,,,,,,,,,,,,,,,,,
29019,5,Gildia,,,,,,,,,,,,,,,,,,,,,,,,,
29020,0,Party & Co Extreme,,,,,,,,,,,,,,,,,,,,,,,,,
29026,3,Ogre Miniatures,,,,,,,,,,,,,,,,,,,,,,,,,
29030,0,Chicago Poker,,,,,,,,,,,,,,,,,,,,,,,,,
29055,5,Down in Flames Locked-On,,,,,,,,,,,,,,,,,,,,,,,,,
29073,4,Uptown,,,,,,,,,,,,,,,,,,,,,,,,,
29078,2,Frontiers Liberty or Death!,,,,,,,,,,,,,,,,,,,,,,,,,
29080,5,Twelve Men's Morris,,,,,,,,,,,,,,,,,,,,,,,,,
29096,5,Letter of Marque,,,,,,,,,,,,,,,,,,,,,,,,,
29099,4,Pola Naftowe,,,,,,,,,,,,,,,,,,,,,,,,,
29106,5,Letter Roll,,,,,,,,,,,,,,,,,,,,,,,,,
29107,5,Hop! Hop! Hop!,,,,,,,,,,,,,,,,,,,,,,,,,
29109,3,Dust,,,,,,,,,,,,,,,,,,,,,,,,,
29117,5,Sherpa,,,,,,,,,,,,,,,,,,,,,,,,,
29118,3,Exalted War for the Throne,,,,,,,,,,,,,,,,,,,,,,,,,
29119,0,Party Pooper,,,,,,,,,,,,,,,,,,,,,,,,,
29126,5,HeroCard Orc Wars,,,,,,,,,,,,,,,,,,,,,,,,,
29138,5,Katamino Family,,,,,,,,,,,,,,,,,,,,,,,,,
29140,5,Tumblin-Dice Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
29142,5,I Spy Eagle Eye,,,,,,,,,,,,,,,,,,,,,,,,,
29146,5,Okey,,,,,,,,,,,,,,,,,,,,,,,,,
29198,3,Inn-Fighting,,,,,,,,,,,,,,,,,,,,,,,,,
29199,2,Victoria Cross II,,,,,,,,,,,,,,,,,,,,,,,,,
29223,5,Marrakech Giant Edition,,,,,,,,,,,,,,,,,,,,,,,,,
29256,4,Origins How We Became Human,,,,,,,,,,,,,,,,,,,,,,,,,
29259,2,Axis & Allies Guadalcanal,,,,,,,,,,,,,,,,,,,,,,,,,
29268,0,Party & Co Junior,,,,,,,,,,,,,,,,,,,,,,,,,
29278,4,18Rhl Rhineland,,,,,,,,,,,,,,,,,,,,,,,,,
29281,0,Party & Co Original,,,,,,,,,,,,,,,,,,,,,,,,,
29285,2,Case Blue,,,,,,,,,,,,,,,,,,,,,,,,,
29286,5,Stratego America's Civil War Collector's Edition,,,,,,,,,,,,,,,,,,,,,,,,,
29291,5,Tako Judo,,,,,,,,,,,,,,,,,,,,,,,,,
29294,3,World of Warcraft The Adventure Game,,,,,,,,,,,,,,,,,,,,,,,,,
29308,5,Beowulf The Movie Board Game,,,,,,,,,,,,,,,,,,,,,,,,,
29317,2,War Império Romano,,,,,,,,,,,,,,,,,,,,,,,,,
29351,0,Durak,,,,,,,,,,,,,,,,,,,,,,,,,
29352,0,Lupusburg,,,,,,,,,,,,,,,,,,,,,,,,,
29355,5,Wücrfel Bingo,,,,,,,,,,,,,,,,,,,,,,,,,
29368,3,Last Night on Earth The Zombie Game,,,,,,,,,,,,,,,,,,,,,,,,,
29375,2,Redvers' Reverse The Battle of Colenso,,,,,,,,,,,,,,,,,,,,,,,,,
29376,2,The Battle of Adobe Walls,,,,,,,,,,,,,,,,,,,,,,,,,
29379,2,Ici,,,,,,,,,,,,,,,,,,,,,,,,,
29382,2,Rock of the Marne,,,,,,,,,,,,,,,,,,,,,,,,,
29383,2,GD '42,,,,,,,,,,,,,,,,,,,,,,,,,
29386,2,Maori Wars The New Zealand Land Wars,,,,,,,,,,,,,,,,,,,,,,,,,
29387,5,Zombie Fluxx,,,,,,,,,,,,,,,,,,,,,,,,,
29405,5,Transformers 3D Battle Card Game,,,,,,,,,,,,,,,,,,,,,,,,,
29408,0,Inwigilacja,,,,,,,,,,,,,,,,,,,,,,,,,
29410,5,Municipium,,,,,,,,,,,,,,,,,,,,,,,,,
29411,5,Castle Knights,,,,,,,,,,,,,,,,,,,,,,,,,
29415,3,HeroCard Nightmare,,,,,,,,,,,,,,,,,,,,,,,,,
29419,5,Chicken or Egg?,,,,,,,,,,,,,,,,,,,,,,,,,
29447,2,Guerra a Muerte,,,,,,,,,,,,,,,,,,,,,,,,,
29456,0,Infernal Contraption,,,,,,,,,,,,,,,,,,,,,,,,,
29489,5,Tai Chi Chuan,,,,,,,,,,,,,,,,,,,,,,,,,
29491,5,Dipole,,,,,,,,,,,,,,,,,,,,,,,,,
29505,4,Monopoly Banking,,,,,,,,,,,,,,,,,,,,,,,,,
29517,5,Konkurencja,,,,,,,,,,,,,,,,,,,,,,,,,
29581,3,Tomb,,,,,,,,,,,,,,,,,,,,,,,,,
29582,5,Stoplights,,,,,,,,,,,,,,,,,,,,,,,,,
29599,5,Scandaroon,,,,,,,,,,,,,,,,,,,,,,,,,
29602,3,Okko Era of the Asagiri,,,,,,,,,,,,,,,,,,,,,,,,,
29603,2,D-Day at Omaha Beach,,,,,,,,,,,,,,,,,,,,,,,,,
29613,5,DICEcapades!,,,,,,,,,,,,,,,,,,,,,,,,,
29625,5,59 Seconds,,,,,,,,,,,,,,,,,,,,,,,,,
29626,5,Robotics,,,,,,,,,,,,,,,,,,,,,,,,,
29638,5,Hop Hop Hurrah !,,,,,,,,,,,,,,,,,,,,,,,,,
29653,5,The Very Hungry Caterpillar Game,,,,,,,,,,,,,,,,,,,,,,,,,
29656,2,Athens & Sparta,,,,,,,,,,,,,,,,,,,,,,,,,
29663,2,Star Fleet Battles Captain's Edition Basic Set,,,,,,,,,,,,,,,,,,,,,,,,,
29676,4,Monopoly Tropical Tycoon DVD Game,,,,,,,,,,,,,,,,,,,,,,,,,
29678,3,Munchkin Quest,,,,,,,,,,,,,,,,,,,,,,,,,
29687,5,Leaping Lemmings,,,,,,,,,,,,,,,,,,,,,,,,,
29694,5,Die kleine Hexe,,,,,,,,,,,,,,,,,,,,,,,,,
29736,5,Little Italy,,,,,,,,,,,,,,,,,,,,,,,,,
29773,5,Cheeky Monkey,,,,,,,,,,,,,,,,,,,,,,,,,
29805,0,Petits Meurtres & Faits Divers,,,,,,,,,,,,,,,,,,,,,,,,,
29839,4,Key Harvest,,,,,,,,,,,,,,,,,,,,,,,,,
29848,2,Battle for Baghdad,,,,,,,,,,,,,,,,,,,,,,,,,
29860,2,Bataan!,,,,,,,,,,,,,,,,,,,,,,,,,
29875,2,Barbarossa Kiev to Rostov,,,,,,,,,,,,,,,,,,,,,,,,,
29879,2,Blood & Sand,,,,,,,,,,,,,,,,,,,,,,,,,
29903,5,Chang Cheng,,,,,,,,,,,,,,,,,,,,,,,,,
29924,4,Monopoly Transformers,,,,,,,,,,,,,,,,,,,,,,,,,
29934,5,Amyitis,,,,,,,,,,,,,,,,,,,,,,,,,
29937,5,König von Siam,,,,,,,,,,,,,,,,,,,,,,,,,
29939,5,Animal Express,,,,,,,,,,,,,,,,,,,,,,,,,
29952,5,Quinamid,,,,,,,,,,,,,,,,,,,,,,,,,
29972,4,El Capit\u00e1n,,,,,,,,,,,,,,,,,,,,,,,,,
30000,5,Stratego Transformers,,,,,,,,,,,,,,,,,,,,,,,,,
30009,3,Solo Dungeon Bash,,,,,,,,,,,,,,,,,,,,,,,,,
30010,5,Ninja Sen So,,,,,,,,,,,,,,,,,,,,,,,,,
30020,2,La Belle Alliance,,,,,,,,,,,,,,,,,,,,,,,,,
30021,2,Wavre,,,,,,,,,,,,,,,,,,,,,,,,,
30022,2,Quatre Bras,,,,,,,,,,,,,,,,,,,,,,,,,
30023,2,Ligny,,,,,,,,,,,,,,,,,,,,,,,,,
30024,5,Kachina,,,,,,,,,,,,,,,,,,,,,,,,,
30057,5,Burger Joint,,,,,,,,,,,,,,,,,,,,,,,,,
30081,2,Salvo!,,,,,,,,,,,,,,,,,,,,,,,,,
30102,4,The Aztec Market,,,,,,,,,,,,,,,,,,,,,,,,,
30111,2,Ludus Gladiatorius 2,,,,,,,,,,,,,,,,,,,,,,,,,
30164,3,Mechwarrior Solaris VII,,,,,,,,,,,,,,,,,,,,,,,,,
30166,5,The Good,,,,,,,,,,,,,,,,,,,,,,,,,
30179,5,Inside,,,,,,,,,,,,,,,,,,,,,,,,,
30216,2,The Great War in Europe Deluxe Edition,,,,,,,,,,,,,,,,,,,,,,,,,
30239,5,Der Goldene Kompass,,,,,,,,,,,,,,,,,,,,,,,,,
30241,5,Patrician,,,,,,,,,,,,,,,,,,,,,,,,,
30246,5,San Quentin Kings,,,,,,,,,,,,,,,,,,,,,,,,,
30248,5,Mini Chuck-it Chicken!,,,,,,,,,,,,,,,,,,,,,,,,,
30255,5,Five Little Monkeys Jumping on the Bed,,,,,,,,,,,,,,,,,,,,,,,,,
30261,0,Bushwhackin' Varmints out of Sergio's Butte,,,,,,,,,,,,,,,,,,,,,,,,,
30281,5,Geheime Welt Idhun,,,,,,,,,,,,,,,,,,,,,,,,,
30286,4,Territories,,,,,,,,,,,,,,,,,,,,,,,,,
30287,5,Ghost for Sale,,,,,,,,,,,,,,,,,,,,,,,,,
30306,0,What the F*ck? The Totally F*cked Up Version,,,,,,,,,,,,,,,,,,,,,,,,,
30324,0,Ca$h 'n Gun$ Live,,,,,,,,,,,,,,,,,,,,,,,,,
30328,2,Battleground Crossbows & Catapults War Chest Starter Set,,,,,,,,,,,,,,,,,,,,,,,,,
30334,0,Fort Boyard,,,,,,,,,,,,,,,,,,,,,,,,,
30335,0,Murdero,,,,,,,,,,,,,,,,,,,,,,,,,
30356,4,Heartland,,,,,,,,,,,,,,,,,,,,,,,,,
30363,5,1001 Karawane,,,,,,,,,,,,,,,,,,,,,,,,,
30364,5,Those Pesky Garden Gnomes,,,,,,,,,,,,,,,,,,,,,,,,,
30367,4,Perry Rhodan The Cosmic League,,,,,,,,,,,,,,,,,,,,,,,,,
30370,5,E.T.I. Estimated Time to Invasion,,,,,,,,,,,,,,,,,,,,,,,,,
30379,5,Change Horses,,,,,,,,,,,,,,,,,,,,,,,,,
30380,4,Cuba,,,,,,,,,,,,,,,,,,,,,,,,,
30381,4,Hamburgum,,,,,,,,,,,,,,,,,,,,,,,,,
30393,0,Quao,,,,,,,,,,,,,,,,,,,,,,,,,
30438,5,Tous au dodo,,,,,,,,,,,,,,,,,,,,,,,,,
30456,5,Touring England,,,,,,,,,,,,,,,,,,,,,,,,,
30483,0,Antler Island,,,,,,,,,,,,,,,,,,,,,,,,,
30485,0,Big Brain Academy Boardgame,,,,,,,,,,,,,,,,,,,,,,,,,
30505,0,Apples to Apples British Isles Edition,,,,,,,,,,,,,,,,,,,,,,,,,
30539,0,Get Bit! Deluxe Tin Edition,,,,,,,,,,,,,,,,,,,,,,,,,
30549,1,Pandemic,,,,,,,,,,,,,,,,,,,,,,,,,
30582,0,Good Question!,,,,,,,,,,,,,,,,,,,,,,,,,
30583,5,Black Ice,,,,,,,,,,,,,,,,,,,,,,,,,
30618,0,Eat Poop You Cat,,,,,,,,,,,,,,,,,,,,,,,,,
30640,5,Warum Immer Ich?,,,,,,,,,,,,,,,,,,,,,,,,,
30641,5,Monuments Wonders of Antiquity,,,,,,,,,,,,,,,,,,,,,,,,,
30645,4,Tammany Hall,,,,,,,,,,,,,,,,,,,,,,,,,
30658,4,Rise of Empires,,,,,,,,,,,,,,,,,,,,,,,,,
30662,4,Travel Carcassonne,,,,,,,,,,,,,,,,,,,,,,,,,
30684,2,Johnny Reb,,,,,,,,,,,,,,,,,,,,,,,,,
30706,5,Make 'n' Break Extreme,,,,,,,,,,,,,,,,,,,,,,,,,
30741,5,Surf's Up,,,,,,,,,,,,,,,,,,,,,,,,,
30760,5,Penguin Soccer,,,,,,,,,,,,,,,,,,,,,,,,,
30771,4,18West,,,,,,,,,,,,,,,,,,,,,,,,,
30795,2,Babylon 5 A Call to Arms (Second Edition),,,,,,,,,,,,,,,,,,,,,,,,,
30804,3,Song of Blades and Heroes,,,,,,,,,,,,,,,,,,,,,,,,,
30820,5,Wind & Wetter,,,,,,,,,,,,,,,,,,,,,,,,,
30838,5,Les 7 Blasons,,,,,,,,,,,,,,,,,,,,,,,,,
30852,5,Transformers Battling Card Game,,,,,,,,,,,,,,,,,,,,,,,,,
30869,3,Thebes,,,,,,,,,,,,,,,,,,,,,,,,,
30878,5,Power & Weakness,,,,,,,,,,,,,,,,,,,,,,,,,
30879,5,Police 07,,,,,,,,,,,,,,,,,,,,,,,,,
30896,5,Fackel+Keule,,,,,,,,,,,,,,,,,,,,,,,,,
30932,0,Lascaux Exploring Ancestral Art,,,,,,,,,,,,,,,,,,,,,,,,,
30947,5,Splice Pirateology Card Game,,,,,,,,,,,,,,,,,,,,,,,,,
30951,5,Nanu?,,,,,,,,,,,,,,,,,,,,,,,,,
30952,3,The Witcher The Adventure Card Game,,,,,,,,,,,,,,,,,,,,,,,,,
30957,4,Tribune Primus Inter Pares,,,,,,,,,,,,,,,,,,,,,,,,,
30958,2,Check Your 6!,,,,,,,,,,,,,,,,,,,,,,,,,
30991,3,Confrontation The Age of the Rag'Narok,,,,,,,,,,,,,,,,,,,,,,,,,
31016,0,We Didn't Playtest This At All,,,,,,,,,,,,,,,,,,,,,,,,,
31053,2,Pirates of the Caribbean PocketModel Game,,,,,,,,,,,,,,,,,,,,,,,,,
31056,5,Micro Mutants Evolution,,,,,,,,,,,,,,,,,,,,,,,,,
31057,5,Easy School,,,,,,,,,,,,,,,,,,,,,,,,,
31066,5,Aapep,,,,,,,,,,,,,,,,,,,,,,,,,
31067,2,Luftwaffe Aerial Combat  Germany 1943-45,,,,,,,,,,,,,,,,,,,,,,,,,
31068,5,Bulp!,,,,,,,,,,,,,,,,,,,,,,,,,
31069,5,Medievalia,,,,,,,,,,,,,,,,,,,,,,,,,
31070,0,Horse Fair Card Game,,,,,,,,,,,,,,,,,,,,,,,,,
31074,5,Flagship Coyote Stands,,,,,,,,,,,,,,,,,,,,,,,,,
31075,4,Ming Dynasty,,,,,,,,,,,,,,,,,,,,,,,,,
31105,3,Archaeology The Card Game,,,,,,,,,,,,,,,,,,,,,,,,,
31111,5,Picture Dominoes,,,,,,,,,,,,,,,,,,,,,,,,,
31117,5,Sudoku Moyo,,,,,,,,,,,,,,,,,,,,,,,,,
31133,5,Ice Flow,,,,,,,,,,,,,,,,,,,,,,,,,
31138,3,Amazing Space Venture,,,,,,,,,,,,,,,,,,,,,,,,,
31145,0,Are You Smarter Than a 5th Grader?,,,,,,,,,,,,,,,,,,,,,,,,,
31159,5,Piratatak,,,,,,,,,,,,,,,,,,,,,,,,,
31198,2,War at Sea (third edition),,,,,,,,,,,,,,,,,,,,,,,,,
31216,5,Whack a Catgirl,,,,,,,,,,,,,,,,,,,,,,,,,
31235,3,The Witcher,,,,,,,,,,,,,,,,,,,,,,,,,
31260,1,Agricola,,,,,,,,,,,,,,,,,,,,,,,,,
31274,5,Zacrobates,,,,,,,,,,,,,,,,,,,,,,,,,
31291,2,Espaü1a 1936,,,,,,,,,,,,,,,,,,,,,,,,,
31294,3,Dead End,,,,,,,,,,,,,,,,,,,,,,,,,
31298,0,Man Laws and Woman Rules,,,,,,,,,,,,,,,,,,,,,,,,,
31302,2,Advanced Dungeons & Dragons Battlesystem (second edition),,,,,,,,,,,,,,,,,,,,,,,,,
31335,5,Jantaris,,,,,,,,,,,,,,,,,,,,,,,,,
31336,3,Corunea,,,,,,,,,,,,,,,,,,,,,,,,,
31358,5,Cranium Triple Triumph,,,,,,,,,,,,,,,,,,,,,,,,,
31360,5,Laborigines,,,,,,,,,,,,,,,,,,,,,,,,,
31361,2,Battleship Torpedo Attack,,,,,,,,,,,,,,,,,,,,,,,,,
31378,2,Second World War at Sea Arctic Convoy,,,,,,,,,,,,,,,,,,,,,,,,,
31380,5,Modern Society,,,,,,,,,,,,,,,,,,,,,,,,,
31401,5,Knjaz'ja,,,,,,,,,,,,,,,,,,,,,,,,,
31410,3,Im Reich der Jadegöttin,,,,,,,,,,,,,,,,,,,,,,,,,
31412,3,Dungeon Plungin',,,,,,,,,,,,,,,,,,,,,,,,,
31421,3,Skräll,,,,,,,,,,,,,,,,,,,,,,,,,
31443,2,The Habit of Victory,,,,,,,,,,,,,,,,,,,,,,,,,
31449,5,Army of Frogs,,,,,,,,,,,,,,,,,,,,,,,,,
31453,2,Holy Roman Empire,,,,,,,,,,,,,,,,,,,,,,,,,
31454,5,Stratego Fortress,,,,,,,,,,,,,,,,,,,,,,,,,
31477,5,Polarity,,,,,,,,,,,,,,,,,,,,,,,,,
31479,5,Ubongo Extreme,,,,,,,,,,,,,,,,,,,,,,,,,
31481,1,Galaxy Trucker,,,,,,,,,,,,,,,,,,,,,,,,,
31483,4,Constantinopolis,,,,,,,,,,,,,,,,,,,,,,,,,
31497,5,Oregon,,,,,,,,,,,,,,,,,,,,,,,,,
31503,0,Slide 5,,,,,,,,,,,,,,,,,,,,,,,,,
31506,0,Ziegen Kriegen,,,,,,,,,,,,,,,,,,,,,,,,,
31508,0,ReFraze,,,,,,,,,,,,,,,,,,,,,,,,,
31512,5,Habitat,,,,,,,,,,,,,,,,,,,,,,,,,
31516,3,Phenomena,,,,,,,,,,,,,,,,,,,,,,,,,
31527,5,Formu\u0142a 1,,,,,,,,,,,,,,,,,,,,,,,,,
31542,2,Field of Glory Ancient and Medieval Wargaming Rules,,,,,,,,,,,,,,,,,,,,,,,,,
31545,0,Pow Wow,,,,,,,,,,,,,,,,,,,,,,,,,
31547,3,Kleine Helden,,,,,,,,,,,,,,,,,,,,,,,,,
31552,2,Wings of War Deluxe Set,,,,,,,,,,,,,,,,,,,,,,,,,
31553,2,COBRA The Normandy Campaign,,,,,,,,,,,,,,,,,,,,,,,,,
31554,2,Red Dragon Rising The Coming War With China,,,,,,,,,,,,,,,,,,,,,,,,,
31556,2,The Russo-Swedish War,,,,,,,,,,,,,,,,,,,,,,,,,
31557,2,The Egyptian Campaign,,,,,,,,,,,,,,,,,,,,,,,,,
31558,2,First Blood Second Marne,,,,,,,,,,,,,,,,,,,,,,,,,
31561,5,Bankruptcy The Card Game,,,,,,,,,,,,,,,,,,,,,,,,,
31563,3,Middle-Earth Quest,,,,,,,,,,,,,,,,,,,,,,,,,
31575,3,The Eye of Judgment Wood Swarm Theme Deck,,,,,,,,,,,,,,,,,,,,,,,,,
31585,2,Piek\u0142o na Pacyfiku,,,,,,,,,,,,,,,,,,,,,,,,,
31586,3,Obcy,,,,,,,,,,,,,,,,,,,,,,,,,
31594,1,In the Year of the Dragon,,,,,,,,,,,,,,,,,,,,,,,,,
31604,2,Civil War in the Far West The New Mexico Campaign,,,,,,,,,,,,,,,,,,,,,,,,,
31605,2,Drive on Kursk July 1943,,,,,,,,,,,,,,,,,,,,,,,,,
31612,5,Sultan,,,,,,,,,,,,,,,,,,,,,,,,,
31615,0,Fred,,,,,,,,,,,,,,,,,,,,,,,,,
31621,5,Gangster,,,,,,,,,,,,,,,,,,,,,,,,,
31623,2,Hannibal Barkas,,,,,,,,,,,,,,,,,,,,,,,,,
31624,5,League of Six,,,,,,,,,,,,,,,,,,,,,,,,,
31627,4,Ticket to Ride Nordic Countries,,,,,,,,,,,,,,,,,,,,,,,,,
31697,2,Totensonntag,,,,,,,,,,,,,,,,,,,,,,,,,
31711,5,Twin Win,,,,,,,,,,,,,,,,,,,,,,,,,
31722,4,Steam over Holland,,,,,,,,,,,,,,,,,,,,,,,,,
31730,1,Wabash Cannonball,,,,,,,,,,,,,,,,,,,,,,,,,
31745,5,Utopia,,,,,,,,,,,,,,,,,,,,,,,,,
31759,3,Classic BattleTech Introductory Box Set,,,,,,,,,,,,,,,,,,,,,,,,,
31762,2,Moce Albionu,,,,,,,,,,,,,,,,,,,,,,,,,
31764,5,Tobynstein,,,,,,,,,,,,,,,,,,,,,,,,,
31767,5,Outburst II,,,,,,,,,,,,,,,,,,,,,,,,,
31770,5,Joker Marbles,,,,,,,,,,,,,,,,,,,,,,,,,
31790,2,Crusade and Revolution The Spanish Civil War,,,,,,,,,,,,,,,,,,,,,,,,,
31794,3,Robin Hood,,,,,,,,,,,,,,,,,,,,,,,,,
31800,2,Les deux Bretagne,,,,,,,,,,,,,,,,,,,,,,,,,
31803,5,Wadi,,,,,,,,,,,,,,,,,,,,,,,,,
31808,0,GUBS A Game of Wit and Luck,,,,,,,,,,,,,,,,,,,,,,,,,
31820,5,Festival,,,,,,,,,,,,,,,,,,,,,,,,,
31821,0,goita,,,,,,,,,,,,,,,,,,,,,,,,,
31822,5,Master of Rules,,,,,,,,,,,,,,,,,,,,,,,,,
31846,2,Liberia Descent Into Hell  The Liberian Civil War 1989-1996,,,,,,,,,,,,,,,,,,,,,,,,,
31853,5,Black Box +,,,,,,,,,,,,,,,,,,,,,,,,,
31887,5,AmuseAmaze,,,,,,,,,,,,,,,,,,,,,,,,,
31897,5,Anno 1701 Das Brettspiel,,,,,,,,,,,,,,,,,,,,,,,,,
31909,5,Die Jagd nach dem Gral,,,,,,,,,,,,,,,,,,,,,,,,,
31920,5,Munchkin Booty Guest Artist Edition,,,,,,,,,,,,,,,,,,,,,,,,,
31926,5,TAIJI Deluxe,,,,,,,,,,,,,,,,,,,,,,,,,
31935,5,Scrabble Roll 'n Score,,,,,,,,,,,,,,,,,,,,,,,,,
31936,5,Sorry! Express,,,,,,,,,,,,,,,,,,,,,,,,,
31954,2,A Victory Denied Crisis at Smolensk,,,,,,,,,,,,,,,,,,,,,,,,,
31968,5,Abalone Quattro,,,,,,,,,,,,,,,,,,,,,,,,,
