objectid,name,yearpublished,sortindex,minplayers,maxplayers,minplaytime,maxplaytime,totalvotes,usersrated,category1,category2,category3,category4,category5,category6
7368,North Wind Rain,2003,12855,1,2,180,360,0,38,War, War,error,error,error,error
1878,Moonshot the Game,1997,12856,1,4,45,45,1,62,Exploration, Space Exploration, Transportation,error,error,error
500,MARK,1997,12857,2,4,60,60,1,59,Economic,error,error,error,error,error
13357,Like Minds,2004,12858,4,8,30,30,3,100,Party Game,error,error,error,error,error
25204,UNO  Cars,2006,12859,2,10,10,10,1,88,card, Childrens Game, Adaptation,error,error,error
227018,7 pecados,2017,12860,2,6,20,30,2,92,card, Party Game,error,error,error,error
153388,Faulpelz,2014,12861,2,4,30,30,2,74,Animals, card,error,error,error,error
9233,Royalists & Roundheads,1991,12862,1,2,120,120,3,65,War, War, War,error,error,error
14377,Windschatten,2004,12863,2,4,45,45,1,40,Racing, Sports,error,error,error,error
224999,Witching Hour,2017,12864,2,5,30,45,2,58,card,error,error,error,error,error
13832,Vulkan!,2004,12865,1,4,30,30,3,36,strategy, Environmental,error,error,error,error
182799,Take a Train,2015,12866,2,6,30,60,1,74,Economic, Trains,error,error,error,error
118325,RoboTroc,2012,12867,2,4,15,15,4,53,card, Childrens Game, Sci_Fi,error,error,error
127436,Der Hobbit  Eine unerwartete Reise \u2013 Das Spiel zum Film,2012,12868,2,4,60,60,4,201,card, Fantasy, Adaptation, Adaptation,error,error
245240,Goblin Grapple,2018,12869,2,4,30,45,2,171,Bluffing, card, Fantasy,error,error,error
261525,Untamed  Feral Factions,2019,12870,2,3,20,30,2,34,Animals, card, Fantasy,error,error,error
5438,English Civil War,1978,12871,2,2,120,120,1,41,War, War, War,error,error,error
137047,Pets,2012,12872,2,5,30,30,1,52,Animals, card,error,error,error,error
93555,Miss Lupun\u2026und das Geheimnis der Zahlen,2011,12873,2,6,30,30,4,65,Educational, Math, Number,error,error,error
42470,Aljubarrota,2009,12874,3,6,70,70,6,54,Educational, Medieval,error,error,error,error
18732,Marvel Super Heroes Game,1992,12875,2,6,45,45,1,33,Childrens Game, Adaptation, Fighting, Adaptation,error,error
21849,UNO H2O Splash,2005,12876,2,10,30,30,2,81,card, Childrens Game,error,error,error,error
133637,Temple Run  Danger Chase,2012,12877,2,4,5,10,3,271,Adventure, Dice, Electronic, Exploration, Adaptation,error
5453,Granada  The Fall of Moslem Spain,2003,12878,2,2,120,120,0,75,Fighting, Medieval, War,error,error,error
282216,Wolves of Mercia,2019,12879,5,16,45,45,0,34,card, Deduction, Fantasy, Medieval,error,error
41107,Onexeno,2008,12880,1,7,20,20,0,59,card, Number,error,error,error,error
194536,Back to the Future  OUTATIME,2016,12881,2,6,15,15,1,94,Dice, Adaptation,error,error,error,error
73238,Crusader  Battle for Tobruk,2010,12882,1,2,60,60,0,30,War, War,error,error,error,error
8960,Roma,1986,12883,4,6,60,60,1,30,War,error,error,error,error,error
1348,Web of Gold,1987,12884,2,6,120,120,5,160,Adventure, Animals, Exploration, Maze,error,error
140244,Chains To Champions,2013,12885,2,6,40,40,4,31,Ancient, Fighting, Miniatures,error,error,error
180202,Southern Rails,2015,12886,3,5,0,60,0,37,Economic, Trains, Transportation,error,error,error
183344,Ugah Ugah!,2015,12887,2,4,15,15,1,41,Childrens Game, Dice, Farming, Prehistoric,error,error
1289,Take the Brain,1970,12888,2,2,30,30,5,384,strategy, Medieval,error,error,error,error
68251,Loot and Scoot,2010,12889,2,4,45,45,0,75,Exploration, Fantasy, Fighting,error,error,error
154682,Gib Gas!,2014,12890,2,6,20,20,2,57,Bluffing, card, Racing, Sports,error,error
209033,Por favor,2016,12891,3,6,15,30,0,41,Bluffing, card, Deduction, Horror, Humor, Adaptation
229736,\u00a1Ruiz!,2017,12892,2,8,15,25,1,58,card, Humor, Party Game, Political,error,error
201144,Merrill's Marauders  Commandos in Burma 1943-1944,2016,12893,1,1,60,120,0,34,War,error,error,error,error,error
611,Ironman Football,1995,12894,2,8,180,180,0,42,Sports,error,error,error,error,error
292,Attacke,1993,12895,3,5,30,30,3,144,card, Medieval,error,error,error,error
3540,Tic Tac Chec,1995,12896,2,2,10,10,4,64,strategy,error,error,error,error,error
29138,Katamino Family,2013,12897,1,2,10,10,1,44,Dexterity, Puzzle,error,error,error,error
255677,Ominoes  Hieroglyphs,2018,12898,2,4,40,50,0,30,strategy, Ancient, Puzzle, Territory Building,error,error
42275,Black Prince  Crecy & Navarette,2009,12899,2,2,240,240,0,32,Medieval, War,error,error,error,error
22594,Universal Fighting System  Soul Calibur III,2006,12900,2,6,30,30,0,46,card, Collectible, Fighting, Adaptation,error,error
285047,SilenZe  Zombie City,2019,12901,2,6,20,20,0,32,card, Zombies,error,error,error,error
11510,Robert at Bannockburn,1979,12902,0,0,0,0,1,34,Medieval, War,error,error,error,error
142043,Stack & Attack,2013,12903,2,4,30,30,3,39,card, Prehistoric, Print & Play,error,error,error
16500,Highland Clans,2005,12904,3,5,45,60,5,346,Medieval, Territory Building,error,error,error,error
153432,Bl\u00f6der Sack,2014,12905,2,4,25,25,2,59,Dice,error,error,error,error,error
183511,Destiny Aurora  Renegades,2017,12906,1,4,120,180,3,33,Adventure, Miniatures, Sci_Fi, Space Exploration,error,error
22336,Kreuzverh\u00f6r  Krimi-Kartenspiel f\u00fcr zwei \Ermittler\,2006,12907,2,2,40,40,1,49,card, Deduction,error,error,error,error
1054,Pacific Northwest Rails,1998,12908,2,6,180,180,1,39,Economic, Trains,error,error,error,error
156113,Grim End Manor,2014,12909,2,6,30,30,3,44,card,error,error,error,error,error
20204,Drunter und Dr\u00fcber,1973,12910,2,6,30,30,1,31,strategy, Bluffing, Memory,error,error,error
38466,Reflection,2008,12911,2,4,5,5,1,69,Puzzle, Real-time,error,error,error,error
121295,Coven,2015,12912,3,5,60,90,1,92,Deduction, Fantasy, Horror, Negotiation,error,error
28306,Invers\u00e9,2006,12913,2,2,10,10,3,61,strategy, Puzzle,error,error,error,error
110160,Old Men of the Forest,2011,12914,3,4,30,30,10,258,Animals, card,error,error,error,error
165585,TrakkX,2014,12915,2,4,40,40,0,30,card,error,error,error,error,error
191095,Scoundrel,2011,12916,1,1,0,0,2,32,card,error,error,error,error,error
1875,Isolation,1972,12917,2,2,20,20,2,212,strategy, Maze,error,error,error,error
38524,Kimalo\u00e9,2008,12918,3,4,30,30,1,40,GameWorks Su00e0RL,error,error,error,error,error
21635,Number Chase,2006,12919,2,5,15,15,1,55,card, Childrens Game, Number,error,error,error
20953,Piratissimo,2005,12920,2,4,20,30,6,163,Childrens Game, War, Pirates,error,error,error
33208,What?,2007,12921,5,17,60,60,2,82,Humor, Party Game,error,error,error,error
10783,The Official Dealer McDope Dealing Game,1971,12922,2,5,90,90,4,38,Dice, Humor,error,error,error,error
237311,The Smog Riders  Dimensions of Madness,2017,12923,2,4,60,90,1,30,Dexterity, Adventure, card, Dice, Exploration, Fantasy
20533,Daihinmin,0,12924,3,6,10,10,0,34,card,error,error,error,error,error
9843,Barbarossa 1941,2002,12925,2,2,120,120,1,34,War, War,error,error,error,error
4273,Temple of the Beastmen,1989,12926,2,6,90,90,0,78,Adventure, Exploration, Fighting, Maze, Sci_Fi,error
8589,Viele Dinge,2003,12927,2,8,20,20,0,40,Dexterity, card, Childrens Game, Memory,error,error
196234,Clash d'Ard\u00e8che,2017,12928,1,4,40,75,3,32,Bluffing, Print & Play, Territory Building,error,error,error
168220,Deal,2014,12929,2,3,10,10,2,30,Negotiation,error,error,error,error,error
233501,Yummy World  Party at Picnic Palace,2017,12930,2,4,20,0,1,38,card,error,error,error,error,error
116978,CITY Alarm,2012,12931,2,4,15,15,3,110,Childrens Game, Deduction, Dice, Racing,error,error
262733,Reichbusters  Projekt Vril,2019,12932,1,4,45,90,0,50,Adventure, Fighting, Miniatures, War, Zombies,error
6660,Cubus,1987,12933,2,6,20,20,1,97,strategy,error,error,error,error,error
164010,Moriarty's Machinations,2014,12934,5,10,30,30,0,40,Bluffing, Deduction, Party Game,error,error,error
193029,Tiffin,2016,12935,2,4,30,60,3,84,card,error,error,error,error,error
136177,Super Race,2013,12936,1,4,20,20,0,50,Childrens Game, Dice, Racing,error,error,error
2134,Rage (second edition),1998,12937,2,5,45,45,2,65,card, Collectible, Fighting, Horror,error,error
118515,Piranhas,2012,12938,2,4,20,20,3,95,card, Childrens Game, Real-time,error,error,error
145209,404  Law Not Found,2013,12939,2,6,60,60,8,107,Print & Play, Sci_Fi, Space Exploration,error,error,error
232510,Timberman,2017,12940,2,6,20,45,0,31,Territory Building, Adaptation,error,error,error,error
73233,Golan  The Last Syrian Offensive,2010,12941,2,2,60,60,1,37,War, War,error,error,error,error
126471,Nowhere to Go,2012,12942,2,2,10,10,3,96,strategy, secret_agent,error,error,error,error
35618,G.I. Joe Commando Attack,1985,12943,2,4,30,30,2,52,Childrens Game, War,error,error,error,error
9018,Trafalgar,0,12944,2,4,60,60,1,32,Fighting, Miniatures, War,error,error,error
12743,The Battle of Helm's Deep,1974,12945,2,2,120,120,3,30,Fantasy, Adaptation, War,error,error,error
181928,Last Front  The Strategy Card Game,2016,12946,3,6,20,60,2,48,strategy, card, War,error,error,error
232874,Die rote Kralle,2018,12947,2,4,20,30,0,31,card, secret_agent,error,error,error,error
153107,Masters of the Gridiron,2014,12948,2,2,15,15,7,43,card, Sports,error,error,error,error
124264,Zombies at your Heels,2012,12949,2,4,15,15,2,31,card, Zombies,error,error,error,error
210065,SLAPZI,2015,12950,2,10,0,0,1,69,Dexterity, card, Childrens Game, Educational,error,error
263089,Zoocracy,2019,12951,2,6,60,120,3,34,Animals, Bluffing, Negotiation, Political,error,error
4196,Fantasy Forest,1980,12952,2,4,30,30,2,100,Childrens Game, Fantasy,error,error,error,error
160868,Last Starfleet,2015,12953,2,6,60,90,2,35,Adventure, Sci_Fi,error,error,error,error
69602,Phase 10  Das Brettspiel,2010,12954,2,6,60,60,2,191,card,error,error,error,error,error
208807,Rainbow Speed,2016,12955,2,8,30,30,1,91,Dexterity, Party Game,error,error,error,error
165095,Pirate Loot  Base Set,2015,12956,2,4,60,60,1,61,card, Humor, Pirates,error,error,error
23081,HeroCard Cyberspace,2006,12957,2,4,0,0,1,38,card, Sci_Fi,error,error,error,error
29489,Tai Chi Chuan,2007,12958,3,5,30,30,0,53,card, Word Game,error,error,error,error
25665,Red Russia  The Russian Civil War  1918-1921,2008,12959,2,4,240,240,3,45,War, Political, War,error,error,error
188952,Maigo-Neko,2015,12960,3,4,30,0,1,54,Animals, Deduction, Exploration,error,error,error
31558,First Blood  Second Marne,2008,12961,2,2,0,0,1,47,War, War,error,error,error,error
252315,The Everrain,2020,12962,1,4,30,180,0,32,Exploration, Fantasy, Miniatures, War, Pirates,error
9084,Grunwald 1410,1992,12963,2,2,300,300,2,109,Medieval, War,error,error,error,error
122168,Brethren of the Coast,2016,12964,3,6,30,60,0,33,Bluffing, card, Pirates,error,error,error
1936,Paparazzo,1994,12965,3,5,45,45,3,78,card,error,error,error,error,error
139660,Tasnia,2013,12966,2,4,45,45,3,75,City Building, Deduction, Medieval, Puzzle,error,error
35548,Jumbulaya,2007,12967,2,4,60,60,1,54,Word Game,error,error,error,error,error
8848,Star Cruiser,1987,12968,2,2,120,120,2,42,Sci_Fi, War,error,error,error,error
175274,Labyrinth  The Paths of Destiny (second edition),2015,12969,2,6,20,60,2,76,Adventure, Ancient, Fantasy, Fighting, Maze, Negotiation
5862,Frigate,1974,12970,2,2,120,120,0,97,War, War, War,error,error,error
93678,Spring Fever,2011,12971,3,6,20,20,1,86,Bluffing, card,error,error,error,error
3325,Chartbuster,1970,12972,2,6,120,120,0,36,Music,error,error,error,error,error
3337,Lobo 77,1993,12973,2,8,30,30,6,536,card,error,error,error,error,error
20732,La conquista del Oeste,1982,12974,2,6,120,120,0,35,American West, Travel,error,error,error,error
160353,LUGU,2014,12975,3,6,30,30,2,47,card, Party Game,error,error,error,error
143520,Monster Mansion,2013,12976,2,8,45,45,4,89,Adventure, Bluffing, Fantasy, Real-time,error,error
91313,Ataxx,1990,12977,0,0,0,0,0,46,strategy,error,error,error,error,error
1833,The Willow Game,1988,12978,2,6,120,120,5,224,Adventure, Fantasy, Adaptation,error,error,error
2098,Heresy,1995,12979,2,5,90,90,1,106,card, Collectible, Fantasy, Fighting,error,error
261168,Wannabe Football,2018,12980,2,4,5,15,3,31,card, Sports,error,error,error,error
20642,CubiCup,2004,12981,2,3,10,10,2,39,strategy,error,error,error,error,error
175468,Foe Hunters,2016,12982,1,6,30,90,3,47,card, Fantasy,error,error,error,error
151530,Golf 'n' Roll,2014,12983,1,4,20,45,3,31,Dice, Educational, Sports,error,error,error
146247,Showdown  Icons,2013,12984,2,2,15,15,1,48,Bluffing, card, Fighting, Sci_Fi,error,error
17807,Inquisitor,2001,12985,2,0,180,180,4,133,Miniatures, Sci_Fi, War,error,error,error
530,Entenrallye,1988,12986,2,6,60,60,3,72,Racing,error,error,error,error,error
218988,Debtzilla,2018,12987,2,4,60,90,0,36,Dice, Economic, Fighting,error,error,error
3319,Neutreeko,2001,12988,2,2,10,10,4,60,strategy, Print & Play,error,error,error,error
39245,Neu,1988,12989,2,7,20,20,1,57,card,error,error,error,error,error
144383,Dungeon Dwellers,2014,12990,2,6,60,60,5,52,card, Fantasy,error,error,error,error
4979,Mutant Chronicles  Blood Berets,1993,12991,2,4,60,60,3,124,Adventure, Horror, Miniatures, Sci_Fi, War,error
27071,Sardines,2008,12992,2,4,15,15,0,76,card, Childrens Game, Memory,error,error,error
35017,Chaos Isle  Zombi Deck,2008,12993,1,6,30,30,8,120,card, Fighting, Horror, Zombies,error,error
190523,CATS  a sad but necessary cycle of violent predatory behavior,2016,12994,3,5,20,30,1,30,card,error,error,error,error,error
4295,Murfreesboro,1979,12995,2,2,240,240,0,31,American War, War,error,error,error,error
130598,10 Tage durch Deutschland,2012,12996,2,4,30,30,0,30,Educational, Exploration, Travel,error,error,error
17836,Warhammer English Civil War,2002,12997,2,6,120,120,1,35,War, Miniatures, War, War,error,error
70325,The major four of Heizei,2010,12998,3,5,30,30,1,30,Ancient, card,error,error,error,error
165447,Ufofarmer,2014,12999,2,4,30,30,3,72,Animals, Sci_Fi,error,error,error,error
254341,I Would Fight The Dragon...,2018,13000,3,8,30,60,0,50,Bluffing, card, Party Game,error,error,error
4049,Hammer's Slammers,1984,13001,1,4,120,120,2,91,Adaptation, Sci_Fi, War,error,error,error
32025,Einfach Genial Knobelspass,2007,13002,1,4,15,15,1,59,Puzzle, Racing,error,error,error,error
246814,Trool Park,2018,13003,2,4,30,45,2,58,Fantasy, Territory Building,error,error,error,error
7048,Big Top,2003,13004,3,6,60,60,1,97,card, Educational,error,error,error,error
47475,Ex illis,2009,13005,2,2,60,60,7,42,Fantasy, Medieval, Miniatures, War,error,error
93493,Perigon,2011,13006,2,2,40,40,0,34,strategy,error,error,error,error,error
24127,Pok\u00e9mon Trading Figure Game,2006,13007,2,2,10,10,4,68,card, Collectible, Fantasy, Miniatures,error,error
13818,Jurassic Jumble,2004,13008,3,9,10,10,0,35,Dexterity, Animals, Prehistoric,error,error,error
505,Goldener Drache,1992,13009,2,5,30,30,4,100,Fantasy, Racing,error,error,error,error
119109,Go Goblin,2012,13010,2,6,60,60,1,114,Fantasy, Racing,error,error,error,error
25758,Tr\u00fcffel-Schn\u00fcffel,2006,13011,2,4,10,15,2,58,Dexterity, Childrens Game, Memory,error,error,error
215065,75 Gnom' Street,2016,13012,2,4,30,30,5,70,Bluffing, Deduction,error,error,error,error
12169,Henry V,1993,13013,1,2,0,0,1,37,Medieval, War,error,error,error,error
129988,Over\/Under,2008,13014,2,99,15,15,1,67,card, Party Game, Trivia,error,error,error
212688,Cthulhu Crusades,2017,13015,2,4,15,30,1,46,card, Horror, Medieval,error,error,error
280202,Social Train,2019,13016,2,4,20,30,1,32,Trains,error,error,error,error,error
280281,Sinister Six,2019,13017,3,6,30,45,1,56,Collectible, Adaptation,error,error,error,error
11195,Karottenklau,2004,13018,1,6,5,5,3,110,Animals, Childrens Game, Farming,error,error,error
29107,Hop! Hop! Hop!,2007,13019,2,6,15,15,2,50,Animals, Childrens Game,error,error,error,error
33414,Ghost Hunters,2007,13020,3,5,15,15,1,38,Childrens Game,error,error,error,error,error
3075,Hamlet!,2002,13021,3,8,45,45,1,61,card,error,error,error,error,error
2111,Nix f\u00fcr Ungut!,1996,13022,2,5,45,45,2,33,card,error,error,error,error,error
8833,Firefight  Modern U.S. and Soviet Small Unit Tactics,1976,13023,2,2,90,90,0,198,War, War,error,error,error,error
139963,FrogFlip,2013,13024,2,2,15,15,0,44,Dexterity,error,error,error,error,error
23030,DaVinci's Mancala,2005,13025,2,2,20,20,0,56,strategy,error,error,error,error,error
191879,Rival Kings,2016,13026,2,4,20,30,2,48,card, Medieval,error,error,error,error
160608,Dungeon Bazar,2014,13027,2,5,50,50,5,226,Economic, Fantasy, Medieval,error,error,error
178053,Schatz-Rabatz,2015,13028,2,4,15,20,2,62,Dexterity, Childrens Game, Pirates,error,error,error
7241,Fight for the Sky,1982,13029,2,2,180,180,2,52,Aviation, War, War,error,error,error
201243,Baby Blues,2016,13030,3,5,30,30,0,40,card, Humor, Party Game,error,error,error
94571,Oh Gnome You Don't!,2011,13031,2,5,90,90,8,124,Economic, Fantasy,error,error,error,error
9033,The Marcher Lords  The Norman Conquest of Wales,2003,13032,1,2,180,180,2,32,Medieval, War,error,error,error,error
234465,Potato Pirates,2017,13033,3,6,20,45,2,120,Adventure, Childrens Game, War, Party Game, Pirates,error
110570,Black Stories 7,2011,13034,2,15,45,45,1,53,card, Deduction, Horror, Humor, murder_mystery, Party Game
1171,Ricochet,1996,13035,2,5,10,10,0,93,card, Math, Number, Puzzle, Real-time,error
16389,Undercut,2004,13036,3,5,30,30,1,32,strategy,error,error,error,error,error
191081,Schnapp den Sack,2016,13037,2,5,15,0,1,60,Dexterity, Number,error,error,error,error
88960,Godzilla  Stomp!,2011,13038,2,5,30,30,2,173,Bluffing, card,error,error,error,error
2201,Redemption,1995,13039,2,5,30,30,5,239,card, Collectible, Religious,error,error,error
49435,Penny Arcade  The Card Game,2009,13040,2,2,30,30,6,219,card, Fighting, Adaptation,error,error,error
131444,Like Dice,2012,13041,2,6,15,15,0,36,card, Real-time,error,error,error,error
3129,1876  Trinidad,1996,13042,2,5,120,120,2,41,Economic, Trains,error,error,error,error
202674,Ore City,2015,13043,2,6,30,60,2,36,City Building, Economic, Math,error,error,error
208801,Phobos Rising!,2016,13044,1,1,60,0,2,53,Sci_Fi, War,error,error,error,error
33723,LeCardo,1998,13045,2,4,20,20,2,72,card, Educational, Word Game,error,error,error
223790,Neon Knights  2086,2018,13046,2,6,20,120,1,30,War, Racing, Sports,error,error,error
35492,Wiede\u0144 1683,1992,13047,2,2,180,180,0,65,War, War,error,error,error,error
143250,Villainous Vikings,2014,13048,2,5,60,60,2,33,Fighting, Medieval, Mythology,error,error,error
286656,Mooncake Master,2019,13049,1,6,20,40,2,33,Puzzle,error,error,error,error,error
146204,Ruckus  The Goblin Army Game,2014,13050,2,4,20,20,3,85,card, Adaptation, Humor, War,error,error
587,Sumera,1999,13051,2,4,30,30,0,30,strategy,error,error,error,error,error
6346,NBA Showdown,2001,13052,2,2,20,20,2,49,card, Collectible, Sports,error,error,error
218612,Face de bouc,2017,13053,2,7,0,0,0,33,card, Memory,error,error,error,error
12776,Dragonchess,1985,13054,2,2,75,75,1,32,strategy,error,error,error,error,error
5859,Minuteman  The Second American Revolution,1976,13055,2,4,90,90,0,39,War, War,error,error,error,error
4434,The Poll Game,2000,13056,2,8,60,60,0,46,Party Game,error,error,error,error,error
31380,Modern Society,2009,13057,3,5,60,60,4,144,card, Economic, Educational, Environmental, Political,error
93134,Einfach tierisch,2011,13058,2,5,20,20,0,40,Animals, Adaptation, Dice,error,error,error
139842,Quinto Imp\u00e9rio,2013,13059,2,4,40,90,4,34,Educational, Exploration, War, Negotiation, Trivia,error
11534,Risorgimento,1997,13060,2,2,0,0,1,34,Post-War, War,error,error,error,error
101872,Win,2011,13061,3,8,1,10,6,34,card, Humor, Print & Play,error,error,error
26244,Candy,2005,13062,1,8,20,20,0,40,Dexterity, Childrens Game, Educational, Real-time,error,error
26560,Asalto al Banco de Inglaterra,1982,13063,2,6,120,120,1,43,Adventure, Mafia,error,error,error,error
127646,Black Stories  Mittelalter Edition,2012,13064,2,15,20,20,2,91,card, Deduction, Horror, Humor, Medieval, murder_mystery
252373,Azimuth  Ride The Winds,2018,13065,2,4,30,45,1,35,strategy,error,error,error,error,error
5854,Azuma,1992,13066,3,6,30,30,1,57,Dexterity, Real-time,error,error,error,error
32253,Caveman,2007,13067,2,6,60,60,5,251,Dice, Exploration, Prehistoric,error,error,error
180208,Witkacy,2015,13068,2,4,15,30,4,112,card, Puzzle,error,error,error,error
161887,Amber Route,2014,13069,2,4,60,60,0,91,Adventure, card, Fantasy, Medieval, Racing,error
21990,Lightning Reaction Extreme,2006,13070,2,4,1,1,2,62,Dexterity, Electronic, Party Game,error,error,error
2907,James Clavell's Tai-Pan,1981,13071,2,4,120,120,3,57,Economic, War, Adaptation, Transportation,error,error
4300,The Barbarians,1981,13072,2,3,120,120,2,78,Ancient, War,error,error,error,error
15334,Sag's mit Symbolen,2005,13073,3,6,45,45,0,40,Humor, Party Game,error,error,error,error
7378,Sprouts,1967,13074,2,2,10,10,8,82,strategy,error,error,error,error,error
279014,Super Cats,2019,13075,3,6,10,15,3,47,Animals, Party Game,error,error,error,error
3552,Infinity,1974,13076,2,4,60,60,1,52,Civilization, Sci_Fi,error,error,error,error
117823,FitzIt,2012,13077,2,17,20,20,2,113,Party Game,error,error,error,error,error
67112,Deterrence,2012,13078,2,2,45,45,4,30,Deduction, War, Political,error,error,error
124598,Maya,2012,13079,2,4,20,20,2,44,strategy, Ancient,error,error,error,error
59650,Hatalom K\u00e1rty\u00e1i K\u00e1rtyaj\u00e1t\u00e9k,1995,13080,2,9,0,0,3,30,card, Collectible, Fantasy, Fighting,error,error
2856,BrewMaster  The Craft Beer Game,2001,13081,2,5,60,60,1,141,card, Economic, Party Game,error,error,error
16272,Little Round Top,1982,13082,2,2,120,120,2,31,American War, War,error,error,error,error
7081,Portable Adventures  Lair of the Rat-King,2003,13083,2,4,60,60,0,93,card, Dice, Fantasy, Humor,error,error
8756,Eastern Front Solitaire,1986,13084,1,1,120,120,3,84,War, War,error,error,error,error
67499,Schlafm\u00fctze,2005,13085,3,7,15,15,0,43,Childrens Game,error,error,error,error,error
4177,ShowBiz Shuffle,2002,13086,2,5,30,30,2,72,card, Humor, Adaptation,error,error,error
11404,LetterFlip,2004,13087,2,2,20,20,1,77,Deduction, Word Game,error,error,error,error
2599,Valkenburg Castle,1980,13088,1,5,120,120,2,94,Fantasy, War,error,error,error,error
9784,Cold Days in Hell,2000,13089,2,4,300,300,0,30,Dice, Fighting, War,error,error,error
43080,Miksi juuri M\u00e4nts\u00e4l\u00e4...?,2009,13090,2,6,20,20,2,41,Bluffing, Educational, Trivia,error,error,error
205495,1001,2016,13091,2,8,30,45,0,50,Arabian, Bluffing,error,error,error,error
68606,12 Realms,2010,13092,1,6,90,90,9,610,Adventure, Fantasy, Miniatures, Print & Play,error,error
144310,Artifact,2013,13093,3,5,60,60,2,123,Adventure, Ancient, Exploration,error,error,error
9343,Stapelei,2001,13094,1,4,10,10,0,30,Dexterity, Childrens Game,error,error,error,error
115944,another damn Civilization game,2011,13095,2,4,40,40,2,45,Civilization, Dice,error,error,error,error
10855,Le Paresseux,1990,13096,3,6,45,45,3,43,Animals, Racing,error,error,error,error
175778,Zombies!!! Jr.,2015,13097,2,6,45,60,1,55,Zombies,error,error,error,error,error
91394,Ring-A-Ding-Ding,2011,13098,2,6,10,10,1,103,Dexterity, Childrens Game,error,error,error,error
191923,Roadkill,2017,13099,2,5,20,30,1,39,Animals, card,error,error,error,error
135327,Kniffel  Das Kartenspiel,2013,13100,2,4,30,30,0,65,card,error,error,error,error,error
22305,Sudoku  Duell der Meister,2006,13101,2,2,25,25,1,51,Puzzle,error,error,error,error,error
26446,LovePigs (Porcellini),2007,13102,4,14,15,15,2,59,Animals, card, Deduction, Humor, Party Game,error
203266,Cortex Challenge GEO,2016,13103,2,6,15,30,0,61,card, Party Game,error,error,error,error
178177,Orkensturm,2015,13104,3,8,90,0,0,41,Adventure, Fantasy,error,error,error,error
168900,D. Afonso Henriques,2014,13105,2,4,45,45,2,36,Dice, Medieval,error,error,error,error
1076,Captain Future,1980,13106,2,4,45,45,0,44,Adaptation, Sci_Fi,error,error,error,error
73243,Kasserine  Baptism of Fire,2010,13107,1,2,60,60,1,34,War, War,error,error,error,error
4213,Mao,0,13108,3,20,60,60,9,344,card, Humor, Memory, Party Game,error,error
166333,Primiera,2014,13109,2,4,0,0,1,32,card,error,error,error,error,error
147892,Councils & Contracts,2013,13110,2,5,40,40,3,38,City Building, Economic, Political,error,error,error
287198,Ka Pai,2019,13111,2,4,15,15,1,62,Dice,error,error,error,error,error
173389,Rush Hour Shift,2015,13112,2,2,5,15,2,106,ThinkFun,error,error,error,error,error
13767,Scene It? 007,2004,13113,2,4,30,30,1,136,Adaptation, Party Game, secret_agent, Trivia,error,error
233048,Zoomaka,2018,13114,2,5,25,45,4,83,Animals, card, Educational, Party Game,error,error
11482,Case Green,1992,13115,2,2,120,480,1,81,War, War,error,error,error,error
15196,Flunkern,2005,13116,3,6,40,40,1,85,Bluffing, card, Humor,error,error,error
8168,Campus,1985,13117,1,2,20,20,1,36,Dice, Math,error,error,error,error
129224,HERO versus GUARDIAN  A Game of Dungeon Craft,2013,13118,2,4,60,60,3,69,Adventure, Fantasy,error,error,error,error
3370,Connections,1991,13119,2,2,10,10,4,166,strategy,error,error,error,error,error
32969,Innsmouth Escape,2008,13120,2,5,30,30,10,234,Adventure, Deduction, Exploration, Fighting, Horror, Miniatures
22205,Trapture,2006,13121,2,2,0,0,3,43,strategy,error,error,error,error,error
31557,The Egyptian Campaign,2008,13122,2,2,300,300,0,38,War, War,error,error,error,error
208360,Venture Party,2017,13123,3,7,10,20,0,33,card, Fantasy, Humor,error,error,error
29291,Tako Judo,2007,13124,2,4,30,30,2,43,strategy, Animals, Fighting, War,error,error
10836,Moguli,2003,13125,2,2,45,45,1,49,strategy,error,error,error,error,error
160488,Faras,2014,13126,2,5,30,30,1,52,Memory,error,error,error,error,error
3731,Stock Market Guru,1997,13127,1,10,240,240,1,86,Economic,error,error,error,error,error
17577,Granny Apples,2005,13128,2,6,15,15,1,126,Dice, Educational,error,error,error,error
112811,Search for Gnomes,2012,13129,2,4,35,35,1,33,Bluffing, Math, Memory, Party Game, Print & Play,error
130286,Volcano Island Countdown,2012,13130,2,4,30,30,2,59,Adventure, Dice, Electronic, Environmental,error,error
189902,Space Pioneers,2016,13131,1,5,20,60,2,32,card, Print & Play, Sci_Fi,error,error,error
14128,Jupiter,1993,13132,2,4,15,15,1,37,strategy, Dice,error,error,error,error
6891,Twenty Four,1988,13133,1,8,20,20,3,99,Educational, Math, Number, Puzzle,error,error
39834,Glenn's Gallery,2010,13134,3,5,60,60,0,75,Bluffing, card, Deduction,error,error,error
117885,Chef Cuckoo!,2012,13135,3,8,10,20,2,43,card, Childrens Game, Educational, Party Game,error,error
143200,Jungle Speed  Silver,2013,13136,3,4,0,0,2,64,Dexterity, card, Party Game,error,error,error
23777,Pieces of Eight  The Maiden's Vengeance ,2006,13137,2,6,10,10,0,134,Pirates,error,error,error,error,error
21036,Stratego  Star Wars Saga Edition,2005,13138,2,2,0,0,1,53,Bluffing, Deduction, Fighting, Memory, Adaptation, Sci_Fi
24042,La Ca\u00edda del Imperio Romano,1985,13139,2,4,120,120,2,31,Ancient, War,error,error,error,error
